title,release_year,genres,popularity,vote_average,vote_count,original_title,overview,release_date,original_language
sonic the hedgehog,2020,"Action,Science Fiction,Comedy,Family",233.325,7.3,9541.0,Sonic the Hedgehog,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",2020-02-12,en
sonic the hedgehog 2,2022,"Action,Adventure,Family,Comedy",328.648,7.498,5041.0,Sonic the Hedgehog 2,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",2022-03-30,en
sonic the hedgehog: the movie,1996,"Action,Adventure,Animation,Comedy,Family,Science Fiction",25.526,6.8,62.0,ソニック★ザ★ヘッジホッグ,Sonic's arch nemesis Dr. Robotnik has been banished from the Land of Darkness by an evil Metal Robotnik. The devious doctor tells Sonic that the Robot Generator has been sabotaged and will blow Planet Freedom to kingdom come. But it's not until the President's beautiful daughter Sara turns on the charm that Sonic springs into action.,1996-01-26,ja
sonic the hedgehog - around the world in 80 seconds,2020,"Animation,Comedy,Family",1.052,2.0,1.0,Sonic the Hedgehog - Around the World in 80 Seconds,Sonic travels around the entire globe at high speed while touring all the best landmarks and explains through doodle drawings.,2020-06-01,en
adventures of sonic the hedgehog: the fastest thing in time,1993,"Family,Animation",0.883,4.8,5.0,Adventures of Sonic the Hedgehog: The Fastest Thing in Time,"After the evil Dr. Robotnik builds a time machine, speedy hero Sonic must embark on a series of adventures that span the ages. These cartoons follow Sonic's exciting journeys to the days of King Arthur, ancient Mobegypt and the Mesozoic era. With the help of his trusty pal Tails, the brave hedgehog leaps into action, protecting innocent citizens from danger and thwarting Dr. Robotnik's sinister schemes.",1993-10-29,en
super mario vs. sonic the hedgehog,2017,unknown,0.126,0.0,0.0,Super Mario vs. Sonic the Hedgehog,"Mario Luigi Peach Yoshi Bowser and Bowser Jr and Sonic Amy Tails Knuckles and Dr Eggman have an fight together in each time, but who will win?",2017-07-31,en
birds of prey,1968,"Thriller,Drama,Adventure,Action",1.955,6.6,34.0,Le Rapace,"1938, a Central America country. A Frenchman who goes by the name ""Le Rital"" is hired to take out the local dictator. Young Chico is assigned as his right-hand man, whom he impresses. Will a friendship form between them?",1968-04-06,fr
birds of prey (and the fantabulous emancipation of one harley quinn),2020,"Action,Crime",37.057,6.9,10257.0,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),"Harley Quinn joins forces with a singer, an assassin and a police detective to help a young girl who had a hit placed on her after she stole a rare diamond from a crime lord.",2020-02-05,en
birds of prey,1987,Horror,3.369,3.7,22.0,El ataque de los pájaros,"Vanessa, a television reporter covering a story of a farmer attacked by his chickens, discovers that this is not an isolated incident. Travelling to Spain with her cameraman Peter, the two discover the survivors of a town wiped out by the birds thirty years ago. Meanwhile, attacks continue as a child's birthday party ends in tragedy and doves devour a poultry farmer and his wife. Vanessa soon comes to the conclusion that the birds are organizing themselves against the ecological ravages of man, but time is running out as thousands of birds launch an attack against a train Vanessa is traveling on.",1987-10-01,es
birds of prey,1930,"Drama,Crime",0.682,6.0,3.0,Birds of Prey,"At a reception given by Arthur Hilton at his Sussex home the conversation turns to the subject of danger, with Hilton recalling a case in which he was involved as a Natal police commissioner. In it there were three guilty persons, but only one of them was hanged; the other two were sentenced to long terms, vowing vengeance on Hilton. Unknown to him, the same two men are now among his guests, and are determined to have their revenge.",1930-11-18,en
birds of prey,1973,"Action,Thriller,TV Movie",0.994,5.0,10.0,Birds of Prey,"Harry Walker, a former military pilot, works as a helicopter pilot and traffic reporter for a Salt Lake City radio station. One day while working he observes a bank robbery in progress and the kidnapping of a young woman who worked at the bank. Harry goes into pursuit which leads to an exciting conclusion.",1973-01-30,en
birds of prey,1927,"Crime,Drama",1.212,4.0,1.0,Birds of Prey,"Helen Wayne and Archie Crossley, two clever pickpockets, rob J. Hamilton Smith, a well-known metropolitan banker, and he is later recognized by one of their gang as a former prisonmate; they demand a price for their silence, and he is forced to accede.",1927-03-27,en
hamza: strictly birds of prey,2023,Documentary,0.319,0.0,0.0,Hamza: Strictly Birds of Prey,"Hamza Yassin’s true passion is for nature, and he regularly roams the outdoors to capture its beauty on film as a wildlife cameraman. In this special film for BBC One and iPlayer, he is on a quest to film his favourite birds of prey – and no corner of the UK is too remote for him to find them.",2023-09-24,en
bad boys for life,2020,"Thriller,Action,Crime",74.251,7.1,8272.0,Bad Boys for Life,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",2020-01-15,en
1917,2019,"War,History,Thriller,Drama",34.93,7.991,12411.0,1917,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",2019-12-25,en
ussr (1917-1991),2024,Documentary,1.217,0.0,0.0,CCCP (1917-1991),"Experimental short film that explores the rise and decline of the Soviet Union, from the revolutionary spark of 1917 to the challenges and sacrifices endured during World War II, until its dissolution in 1991.",2024-10-15,xx
america's great war 1917-1918,2017,"Documentary,War,History,TV Movie",0.591,6.2,4.0,Les Américains dans la Grande Guerre : 1917-1918,"Through unreleased archives and contemporary footage shot in the archeological digs of World War I's battlefields, this film tells the heroic and tragic tale of the American soldiers in this terrible conflict.",2017-09-24,fr
"1917: one year, two revolutions",2017,"Documentary,History",1.373,6.5,2.0,"1917 : Il était une fois, la Révolution","In February 1917, Imperial Russia plunges into revolution. Nine months of unrest before a coup brought about an upheaval that changed the course of history and profoundly altered the future of civilisation.",2017-10-22,fr
1917: the real october,2017,"Documentary,Animation,War",0.858,1.0,1.0,1917 - Der wahre Oktober,"St. Petersburg 1917. The frontline of the global war is coming closer everyday; people are hungry, wor-ried, angry. In February the tsar is overthrown. Many artists are euphoric: Revolution! Freedom, finally? No. Starting in October, the Bolsheviks rule by themselves. What were poets, thinkers, and avant-gardists like Maxim Gorky and Kazimir Malevich doing during this drastic change of power? In the film, five of them alight from the director’s piles of books as animated cut-out figures. With their own recorded words in their mouths, they participate in salons, committees, and street riots.",2017-10-09,de
unknown 1917,2018,Documentary,0.494,3.5,2.0,Неизвестный 1917-й,"Russian life in 1917 was not limited to civil confrontations, shootouts, demonstrations and rallies. Many people lived, or at least tried to live peacefully and constructively. The great Fyodor Shalyapin sang and staged opera performances in Moscow and Petrograd; director Vsevolod Meyerhold played the Lermontov Masquerade on the stage of the Alexandrinsky Theater, and Anna Akhmatova and Sergey Eisenstein applauded him. The future writer Konstantin Paustovsky eagerly absorbed impressions about the life of summer and autumn Moscow. And in the Moscow region estate Lopasnya-Zachatievskoe a happy accident led to the discovery of the longest manuscript by A.S. Pushkin, who was considered lost. The film is built on cinema and photo chronicles of a century ago.",2018-10-20,ru
1917: the making of a revolution,2017,Documentary,0.201,7.0,1.0,"Lénine, Gorki: la révolution à contretemps","The Russian Revolution of 1917 marked the beginning of a new era, sending shockwaves across the world and overturning political thought. Through the voices of Lenin and Gorky, discover the two faces of the Revolution: the theory and the practice.  Let us return to this mixture of exaltation and nervousness that propelled the Revolution's actors. Retrace their steps by using their own words, their outlook.  This dual narrative will give a rich perspective: one abrupt, unpredictable, moving– will be Maxim Gorky. The other – as cold as history and tactics, the planning of the next move – will follow Vladimir Illyich Lenin.  Both the writer and the revolutionary are haunted by the failure of the last great European revolution, the Paris Commune, 1871. Through exclusive archives and beautiful animation, Stan Neumann will immerse us into the day by day events, from February to October 1917.",2017-10-30,fr
allied forces: making 1917,2020,Documentary,3.065,6.525,20.0,Allied Forces: Making 1917,"Learn how the one shot, 360-degree format was executed and the pivotal role Academy Award® winner Roger Deakins served in bringing Sam Mendes’ vision to life.",2020-03-24,en
